Entity,Code,Date,Total confirmed deaths (deaths),Total confirmed cases (cases)
Ireland,IRL,18-Jan-20,0,0
Ireland,IRL,19-Jan-20,0,0
Ireland,IRL,20-Jan-20,0,0
Ireland,IRL,21-Jan-20,0,0
Ireland,IRL,22-Jan-20,0,0
Ireland,IRL,23-Jan-20,0,0
Ireland,IRL,24-Jan-20,0,0
Ireland,IRL,25-Jan-20,0,0
Ireland,IRL,26-Jan-20,0,0
Ireland,IRL,27-Jan-20,0,0
Ireland,IRL,28-Jan-20,0,0
Ireland,IRL,29-Jan-20,0,0
Ireland,IRL,30-Jan-20,0,0
Ireland,IRL,31-Jan-20,0,0
Ireland,IRL,1-Feb-20,0,0
Ireland,IRL,2-Feb-20,0,0
Ireland,IRL,3-Feb-20,0,0
Ireland,IRL,4-Feb-20,0,0
Ireland,IRL,5-Feb-20,0,0
Ireland,IRL,6-Feb-20,0,0
Ireland,IRL,7-Feb-20,0,0
Ireland,IRL,8-Feb-20,0,0
Ireland,IRL,9-Feb-20,0,0
Ireland,IRL,10-Feb-20,0,0
Ireland,IRL,11-Feb-20,0,0
Ireland,IRL,12-Feb-20,0,0
Ireland,IRL,13-Feb-20,0,0
Ireland,IRL,14-Feb-20,0,0
Ireland,IRL,15-Feb-20,0,0
Ireland,IRL,16-Feb-20,0,0
Ireland,IRL,17-Feb-20,0,0
Ireland,IRL,18-Feb-20,0,0
Ireland,IRL,19-Feb-20,0,0
Ireland,IRL,20-Feb-20,0,0
Ireland,IRL,21-Feb-20,0,0
Ireland,IRL,22-Feb-20,0,0
Ireland,IRL,23-Feb-20,0,0
Ireland,IRL,24-Feb-20,0,0
Ireland,IRL,25-Feb-20,0,0
Ireland,IRL,26-Feb-20,0,0
Ireland,IRL,27-Feb-20,0,0
Ireland,IRL,28-Feb-20,0,0
Ireland,IRL,29-Feb-20,0,0
Ireland,IRL,1-Mar-20,0,1
Ireland,IRL,2-Mar-20,0,1
Ireland,IRL,4-Mar-20,0,2
Ireland,IRL,5-Mar-20,0,6
Ireland,IRL,6-Mar-20,0,13
Ireland,IRL,7-Mar-20,0,18
Ireland,IRL,8-Mar-20,0,19
Ireland,IRL,9-Mar-20,0,21
Ireland,IRL,11-Mar-20,0,35
Ireland,IRL,12-Mar-20,1,43
Ireland,IRL,13-Mar-20,1,70
Ireland,IRL,14-Mar-20,1,91
Ireland,IRL,15-Mar-20,2,129
Ireland,IRL,16-Mar-20,2,169
Ireland,IRL,17-Mar-20,2,223
Ireland,IRL,18-Mar-20,2,292
Ireland,IRL,19-Mar-20,2,366
Ireland,IRL,20-Mar-20,3,557
Ireland,IRL,21-Mar-20,3,683
Ireland,IRL,22-Mar-20,3,785
Ireland,IRL,23-Mar-20,4,906
Ireland,IRL,24-Mar-20,6,1125
Ireland,IRL,25-Mar-20,7,1329
Ireland,IRL,26-Mar-20,9,1564
Ireland,IRL,27-Mar-20,19,1819
Ireland,IRL,28-Mar-20,22,2121
Ireland,IRL,29-Mar-20,36,2415
Ireland,IRL,30-Mar-20,46,2615
Ireland,IRL,31-Mar-20,54,2910
Ireland,IRL,1-Apr-20,71,3235
Ireland,IRL,2-Apr-20,85,3447
Ireland,IRL,3-Apr-20,98,3849
Ireland,IRL,4-Apr-20,120,4273
Ireland,IRL,5-Apr-20,137,4604
Ireland,IRL,6-Apr-20,158,5111
Ireland,IRL,7-Apr-20,174,5364
Ireland,IRL,8-Apr-20,210,5709
Ireland,IRL,9-Apr-20,235,6224
Ireland,IRL,10-Apr-20,263,7393
Ireland,IRL,11-Apr-20,287,8089
Ireland,IRL,12-Apr-20,320,8928
Ireland,IRL,13-Apr-20,334,9655
Ireland,IRL,14-Apr-20,365,10647
Isle of Man,IMN,21-Mar-20,0,1
Isle of Man,IMN,22-Mar-20,0,2
Isle of Man,IMN,23-Mar-20,0,2
Isle of Man,IMN,24-Mar-20,0,13
Isle of Man,IMN,25-Mar-20,0,23
Isle of Man,IMN,26-Mar-20,0,23
Isle of Man,IMN,27-Mar-20,0,26
Isle of Man,IMN,28-Mar-20,0,29
Isle of Man,IMN,29-Mar-20,0,32
Isle of Man,IMN,30-Mar-20,0,42
Isle of Man,IMN,31-Mar-20,0,42
Isle of Man,IMN,1-Apr-20,0,52
Isle of Man,IMN,2-Apr-20,0,65
Isle of Man,IMN,3-Apr-20,1,71
Isle of Man,IMN,4-Apr-20,1,114
Isle of Man,IMN,5-Apr-20,1,126
Isle of Man,IMN,6-Apr-20,1,127
Isle of Man,IMN,7-Apr-20,1,139
Isle of Man,IMN,8-Apr-20,1,150
Isle of Man,IMN,9-Apr-20,1,158
Isle of Man,IMN,10-Apr-20,1,190
Isle of Man,IMN,11-Apr-20,1,201
Isle of Man,IMN,12-Apr-20,1,226
Isle of Man,IMN,13-Apr-20,2,228
Isle of Man,IMN,14-Apr-20,2,242
Israel,ISR,31-Dec-19,0,0
Israel,ISR,1-Jan-20,0,0
Israel,ISR,2-Jan-20,0,0
Israel,ISR,3-Jan-20,0,0
Israel,ISR,4-Jan-20,0,0
Israel,ISR,5-Jan-20,0,0
Israel,ISR,6-Jan-20,0,0
Israel,ISR,7-Jan-20,0,0
Israel,ISR,8-Jan-20,0,0
Israel,ISR,9-Jan-20,0,0
Israel,ISR,10-Jan-20,0,0
Israel,ISR,11-Jan-20,0,0
Israel,ISR,12-Jan-20,0,0
Israel,ISR,13-Jan-20,0,0
Israel,ISR,14-Jan-20,0,0
Israel,ISR,15-Jan-20,0,0
Israel,ISR,16-Jan-20,0,0
Israel,ISR,17-Jan-20,0,0
Israel,ISR,18-Jan-20,0,0
Israel,ISR,19-Jan-20,0,0
Israel,ISR,20-Jan-20,0,0
Israel,ISR,21-Jan-20,0,0
Israel,ISR,22-Jan-20,0,0
Israel,ISR,23-Jan-20,0,0
Israel,ISR,24-Jan-20,0,0
Israel,ISR,25-Jan-20,0,0
Israel,ISR,26-Jan-20,0,0
Israel,ISR,27-Jan-20,0,0
Israel,ISR,28-Jan-20,0,0
Israel,ISR,29-Jan-20,0,0
Israel,ISR,30-Jan-20,0,0
Israel,ISR,31-Jan-20,0,0
Israel,ISR,1-Feb-20,0,0
Israel,ISR,2-Feb-20,0,0
Israel,ISR,3-Feb-20,0,0
Israel,ISR,4-Feb-20,0,0
Israel,ISR,5-Feb-20,0,0
Israel,ISR,6-Feb-20,0,0
Israel,ISR,7-Feb-20,0,0
Israel,ISR,8-Feb-20,0,0
Israel,ISR,9-Feb-20,0,0
Israel,ISR,10-Feb-20,0,0
Israel,ISR,11-Feb-20,0,0
Israel,ISR,12-Feb-20,0,0
Israel,ISR,13-Feb-20,0,0
Israel,ISR,14-Feb-20,0,0
Israel,ISR,15-Feb-20,0,0
Israel,ISR,16-Feb-20,0,0
Israel,ISR,17-Feb-20,0,0
Israel,ISR,18-Feb-20,0,0
Israel,ISR,19-Feb-20,0,0
Israel,ISR,20-Feb-20,0,0
Israel,ISR,21-Feb-20,0,0
Israel,ISR,22-Feb-20,0,1
Israel,ISR,23-Feb-20,0,1
Israel,ISR,24-Feb-20,0,2
Israel,ISR,25-Feb-20,0,2
Israel,ISR,26-Feb-20,0,2
Israel,ISR,27-Feb-20,0,2
Israel,ISR,28-Feb-20,0,3
Israel,ISR,29-Feb-20,0,7
Israel,ISR,1-Mar-20,0,7
Israel,ISR,2-Mar-20,0,10
Israel,ISR,5-Mar-20,0,15
Israel,ISR,6-Mar-20,0,17
Israel,ISR,7-Mar-20,0,19
Israel,ISR,8-Mar-20,0,25
Israel,ISR,9-Mar-20,0,39
Israel,ISR,11-Mar-20,0,70
Israel,ISR,12-Mar-20,0,82
Israel,ISR,13-Mar-20,0,96
Israel,ISR,14-Mar-20,0,116
Israel,ISR,15-Mar-20,0,178
Israel,ISR,16-Mar-20,0,250
Israel,ISR,17-Mar-20,0,260
Israel,ISR,18-Mar-20,0,427
Israel,ISR,19-Mar-20,0,433
Israel,ISR,20-Mar-20,0,677
Israel,ISR,21-Mar-20,1,712
Israel,ISR,22-Mar-20,1,883
Israel,ISR,23-Mar-20,1,1071
Israel,ISR,24-Mar-20,1,1442
Israel,ISR,25-Mar-20,3,1930
Israel,ISR,26-Mar-20,5,2369
Israel,ISR,27-Mar-20,8,2666
Israel,ISR,28-Mar-20,10,3035
Israel,ISR,29-Mar-20,12,3619
Israel,ISR,30-Mar-20,15,4247
Israel,ISR,31-Mar-20,17,4473
Israel,ISR,1-Apr-20,20,4916
Israel,ISR,2-Apr-20,21,5591
Israel,ISR,3-Apr-20,34,6252
Israel,ISR,4-Apr-20,39,7428
Israel,ISR,5-Apr-20,46,8018
Israel,ISR,6-Apr-20,49,8430
Israel,ISR,7-Apr-20,57,8904
Israel,ISR,8-Apr-20,65,9248
Israel,ISR,9-Apr-20,71,9404
Israel,ISR,10-Apr-20,86,9968
Israel,ISR,11-Apr-20,95,10408
Israel,ISR,12-Apr-20,101,10743
Israel,ISR,13-Apr-20,103,11145
Israel,ISR,14-Apr-20,116,11586
Italy,ITA,31-Dec-19,0,0
Italy,ITA,1-Jan-20,0,0
Italy,ITA,2-Jan-20,0,0
Italy,ITA,3-Jan-20,0,0
Italy,ITA,4-Jan-20,0,0
Italy,ITA,5-Jan-20,0,0
Italy,ITA,6-Jan-20,0,0
Italy,ITA,7-Jan-20,0,0
Italy,ITA,8-Jan-20,0,0
Italy,ITA,9-Jan-20,0,0
Italy,ITA,10-Jan-20,0,0
Italy,ITA,11-Jan-20,0,0
Italy,ITA,12-Jan-20,0,0
Italy,ITA,13-Jan-20,0,0
Italy,ITA,14-Jan-20,0,0
Italy,ITA,15-Jan-20,0,0
Italy,ITA,16-Jan-20,0,0
Italy,ITA,17-Jan-20,0,0
Italy,ITA,18-Jan-20,0,0
Italy,ITA,19-Jan-20,0,0
Italy,ITA,20-Jan-20,0,0
Italy,ITA,21-Jan-20,0,0
Italy,ITA,22-Jan-20,0,0
Italy,ITA,23-Jan-20,0,0
Italy,ITA,24-Jan-20,0,0
Italy,ITA,25-Jan-20,0,0
Italy,ITA,26-Jan-20,0,0
Italy,ITA,27-Jan-20,0,0
Italy,ITA,28-Jan-20,0,0
Italy,ITA,29-Jan-20,0,0
Italy,ITA,30-Jan-20,0,0
Italy,ITA,31-Jan-20,0,3
Italy,ITA,1-Feb-20,0,3
Italy,ITA,2-Feb-20,0,3
Italy,ITA,3-Feb-20,0,3
Italy,ITA,4-Feb-20,0,3
Italy,ITA,5-Feb-20,0,3
Italy,ITA,6-Feb-20,0,3
Italy,ITA,7-Feb-20,0,3
Italy,ITA,8-Feb-20,0,3
Italy,ITA,9-Feb-20,0,3
Italy,ITA,10-Feb-20,0,3
Italy,ITA,11-Feb-20,0,3
Italy,ITA,12-Feb-20,0,3
Italy,ITA,13-Feb-20,0,3
Italy,ITA,14-Feb-20,0,3
Italy,ITA,15-Feb-20,0,3
Italy,ITA,16-Feb-20,0,3
Italy,ITA,17-Feb-20,0,3
Italy,ITA,18-Feb-20,0,3
Italy,ITA,19-Feb-20,0,3
Italy,ITA,20-Feb-20,0,3
Italy,ITA,21-Feb-20,0,3
Italy,ITA,22-Feb-20,0,17
Italy,ITA,23-Feb-20,2,79
Italy,ITA,24-Feb-20,2,132
Italy,ITA,25-Feb-20,6,229
Italy,ITA,26-Feb-20,11,322
Italy,ITA,27-Feb-20,12,400
Italy,ITA,28-Feb-20,17,650
Italy,ITA,29-Feb-20,21,888
Italy,ITA,1-Mar-20,29,1128
Italy,ITA,2-Mar-20,35,1689
Italy,ITA,3-Mar-20,52,2036
Italy,ITA,4-Mar-20,80,2502
Italy,ITA,5-Mar-20,107,3089
Italy,ITA,6-Mar-20,148,3858
Italy,ITA,7-Mar-20,197,4636
Italy,ITA,8-Mar-20,233,5883
Italy,ITA,9-Mar-20,366,7375
Italy,ITA,10-Mar-20,464,9172
Italy,ITA,11-Mar-20,631,10149
Italy,ITA,12-Mar-20,827,12462
Italy,ITA,13-Mar-20,1016,15113
Italy,ITA,14-Mar-20,1268,17660
Italy,ITA,15-Mar-20,1441,21157
Italy,ITA,16-Mar-20,1811,23980
Italy,ITA,17-Mar-20,2158,27980
Italy,ITA,18-Mar-20,2505,31506
Italy,ITA,19-Mar-20,2978,35713
Italy,ITA,20-Mar-20,3407,41035
Italy,ITA,21-Mar-20,4032,47021
Italy,ITA,22-Mar-20,4827,53578
Italy,ITA,23-Mar-20,5476,59138
Italy,ITA,24-Mar-20,6077,63927
Italy,ITA,25-Mar-20,6820,69176
Italy,ITA,26-Mar-20,7505,74386
Italy,ITA,27-Mar-20,8165,80539
Italy,ITA,28-Mar-20,9136,86498
Italy,ITA,29-Mar-20,10023,92472
Italy,ITA,30-Mar-20,10781,97689
Italy,ITA,31-Mar-20,11591,101739
Italy,ITA,1-Apr-20,12430,105792
Italy,ITA,2-Apr-20,13157,110574
Italy,ITA,3-Apr-20,13917,115242
Italy,ITA,4-Apr-20,14681,119827
Italy,ITA,5-Apr-20,15362,124632
Italy,ITA,6-Apr-20,15889,128948
Italy,ITA,7-Apr-20,16525,132547
Italy,ITA,8-Apr-20,17129,135586
Italy,ITA,9-Apr-20,17669,139422
Italy,ITA,10-Apr-20,18281,143626
Italy,ITA,11-Apr-20,18851,147577
Italy,ITA,12-Apr-20,19470,152271
Italy,ITA,13-Apr-20,19901,156363
Italy,ITA,14-Apr-20,20465,159516
Jamaica,JAM,12-Mar-20,0,2
Jamaica,JAM,13-Mar-20,0,6
Jamaica,JAM,14-Mar-20,0,8
Jamaica,JAM,16-Mar-20,0,10
Jamaica,JAM,17-Mar-20,0,10
Jamaica,JAM,18-Mar-20,0,13
Jamaica,JAM,19-Mar-20,0,15
Jamaica,JAM,20-Mar-20,0,16
Jamaica,JAM,21-Mar-20,0,19
Jamaica,JAM,22-Mar-20,0,19
Jamaica,JAM,23-Mar-20,0,19
Jamaica,JAM,24-Mar-20,0,19
Jamaica,JAM,25-Mar-20,1,21
Jamaica,JAM,26-Mar-20,1,25
Jamaica,JAM,27-Mar-20,1,26
Jamaica,JAM,28-Mar-20,1,26
Jamaica,JAM,29-Mar-20,1,32
Jamaica,JAM,30-Mar-20,1,34
Jamaica,JAM,31-Mar-20,1,38
Jamaica,JAM,1-Apr-20,1,38
Jamaica,JAM,2-Apr-20,3,44
Jamaica,JAM,3-Apr-20,3,47
Jamaica,JAM,4-Apr-20,3,53
Jamaica,JAM,5-Apr-20,3,55
Jamaica,JAM,6-Apr-20,3,58
Jamaica,JAM,7-Apr-20,3,59
Jamaica,JAM,8-Apr-20,3,63
Jamaica,JAM,9-Apr-20,4,63
Jamaica,JAM,10-Apr-20,4,63
Jamaica,JAM,11-Apr-20,4,65
Jamaica,JAM,12-Apr-20,4,69
Jamaica,JAM,13-Apr-20,4,72
Jamaica,JAM,14-Apr-20,4,73
Japan,JPN,31-Dec-19,0,0
Japan,JPN,1-Jan-20,0,0
Japan,JPN,2-Jan-20,0,0
Japan,JPN,3-Jan-20,0,0
Japan,JPN,4-Jan-20,0,0
Japan,JPN,5-Jan-20,0,0
Japan,JPN,6-Jan-20,0,0
Japan,JPN,7-Jan-20,0,0
Japan,JPN,8-Jan-20,0,0
Japan,JPN,9-Jan-20,0,0
Japan,JPN,10-Jan-20,0,0
Japan,JPN,11-Jan-20,0,0
Japan,JPN,12-Jan-20,0,0
Japan,JPN,13-Jan-20,0,0
Japan,JPN,14-Jan-20,0,0
Japan,JPN,15-Jan-20,0,1
Japan,JPN,16-Jan-20,0,1
Japan,JPN,17-Jan-20,0,1
Japan,JPN,18-Jan-20,0,1
Japan,JPN,19-Jan-20,0,1
Japan,JPN,20-Jan-20,0,1
Japan,JPN,21-Jan-20,0,1
Japan,JPN,22-Jan-20,0,1
Japan,JPN,23-Jan-20,0,1
Japan,JPN,24-Jan-20,0,2
Japan,JPN,25-Jan-20,0,2
Japan,JPN,26-Jan-20,0,3
Japan,JPN,27-Jan-20,0,3
Japan,JPN,28-Jan-20,0,4
Japan,JPN,29-Jan-20,0,7
Japan,JPN,30-Jan-20,0,11
Japan,JPN,31-Jan-20,0,14
Japan,JPN,1-Feb-20,0,15
Japan,JPN,2-Feb-20,0,19
Japan,JPN,3-Feb-20,0,20
Japan,JPN,4-Feb-20,0,20
Japan,JPN,5-Feb-20,0,25
Japan,JPN,6-Feb-20,0,25
Japan,JPN,7-Feb-20,0,25
Japan,JPN,8-Feb-20,0,25
Japan,JPN,9-Feb-20,0,25
Japan,JPN,10-Feb-20,0,25
Japan,JPN,11-Feb-20,0,25
Japan,JPN,12-Feb-20,0,25
Japan,JPN,13-Feb-20,1,29
Japan,JPN,14-Feb-20,1,30
Japan,JPN,15-Feb-20,1,38
Japan,JPN,16-Feb-20,1,52
Japan,JPN,17-Feb-20,1,59
Japan,JPN,18-Feb-20,1,59
Japan,JPN,19-Feb-20,1,66
Japan,JPN,20-Feb-20,1,84
Japan,JPN,21-Feb-20,1,93
Japan,JPN,22-Feb-20,1,105
Japan,JPN,23-Feb-20,1,132
Japan,JPN,24-Feb-20,1,144
Japan,JPN,25-Feb-20,1,144
Japan,JPN,26-Feb-20,1,164
Japan,JPN,27-Feb-20,3,186
Japan,JPN,28-Feb-20,3,210
Japan,JPN,29-Feb-20,3,230
Japan,JPN,1-Mar-20,5,239
Japan,JPN,2-Mar-20,6,254
Japan,JPN,3-Mar-20,6,254
Japan,JPN,4-Mar-20,6,268
Japan,JPN,5-Mar-20,6,317
Japan,JPN,6-Mar-20,6,349
Japan,JPN,7-Mar-20,6,408
Japan,JPN,8-Mar-20,6,455
Japan,JPN,9-Mar-20,7,488
Japan,JPN,10-Mar-20,9,514
Japan,JPN,11-Mar-20,12,568
Japan,JPN,12-Mar-20,15,619
Japan,JPN,13-Mar-20,19,675
Japan,JPN,14-Mar-20,21,737
Japan,JPN,15-Mar-20,22,780
Japan,JPN,16-Mar-20,24,814
Japan,JPN,17-Mar-20,28,824
Japan,JPN,18-Mar-20,28,829
Japan,JPN,19-Mar-20,29,873
Japan,JPN,20-Mar-20,33,950
Japan,JPN,21-Mar-20,35,1007
Japan,JPN,22-Mar-20,36,1046
Japan,JPN,23-Mar-20,41,1089
Japan,JPN,24-Mar-20,42,1128
Japan,JPN,25-Mar-20,43,1193
Japan,JPN,26-Mar-20,45,1268
Japan,JPN,27-Mar-20,46,1364
Japan,JPN,28-Mar-20,49,1499
Japan,JPN,29-Mar-20,52,1693
Japan,JPN,30-Mar-20,54,1866
Japan,JPN,31-Mar-20,56,1953
Japan,JPN,1-Apr-20,56,1953
Japan,JPN,2-Apr-20,57,2178
Japan,JPN,3-Apr-20,63,2617
Japan,JPN,4-Apr-20,69,2935
Japan,JPN,5-Apr-20,70,3271
Japan,JPN,6-Apr-20,73,3654
Japan,JPN,7-Apr-20,80,3817
Japan,JPN,8-Apr-20,80,3906
Japan,JPN,9-Apr-20,81,4257
Japan,JPN,10-Apr-20,85,4667
Japan,JPN,11-Apr-20,88,5347
Japan,JPN,12-Apr-20,98,6748
Japan,JPN,13-Apr-20,102,7255
Japan,JPN,14-Apr-20,109,7645
Jersey,JEY,20-Mar-20,0,5
Jersey,JEY,21-Mar-20,0,12
Jersey,JEY,22-Mar-20,0,12
Jersey,JEY,23-Mar-20,0,15
Jersey,JEY,24-Mar-20,0,18
Jersey,JEY,25-Mar-20,0,18
Jersey,JEY,26-Mar-20,0,18
Jersey,JEY,27-Mar-20,1,32
Jersey,JEY,28-Mar-20,1,52
Jersey,JEY,29-Mar-20,1,61
Jersey,JEY,30-Mar-20,2,63
Jersey,JEY,31-Mar-20,2,63
Jersey,JEY,1-Apr-20,2,81
Jersey,JEY,2-Apr-20,2,81
Jersey,JEY,3-Apr-20,2,81
Jersey,JEY,4-Apr-20,2,118
Jersey,JEY,5-Apr-20,3,123
Jersey,JEY,6-Apr-20,3,155
Jersey,JEY,7-Apr-20,3,169
Jersey,JEY,8-Apr-20,3,170
Jersey,JEY,9-Apr-20,3,170
Jersey,JEY,10-Apr-20,3,183
Jersey,JEY,11-Apr-20,4,198
Jersey,JEY,12-Apr-20,4,198
Jersey,JEY,13-Apr-20,4,213
Jersey,JEY,14-Apr-20,4,217
Jordan,JOR,3-Mar-20,0,1
Jordan,JOR,8-Mar-20,0,1
Jordan,JOR,15-Mar-20,0,1
Jordan,JOR,16-Mar-20,0,15
Jordan,JOR,17-Mar-20,0,16
Jordan,JOR,18-Mar-20,0,35
Jordan,JOR,19-Mar-20,0,52
Jordan,JOR,20-Mar-20,0,56
Jordan,JOR,21-Mar-20,0,69
Jordan,JOR,22-Mar-20,0,84
Jordan,JOR,23-Mar-20,0,99
Jordan,JOR,24-Mar-20,0,112
Jordan,JOR,25-Mar-20,0,127
Jordan,JOR,26-Mar-20,0,153
Jordan,JOR,27-Mar-20,0,172
Jordan,JOR,28-Mar-20,0,212
Jordan,JOR,29-Mar-20,1,235
Jordan,JOR,30-Mar-20,1,259
Jordan,JOR,31-Mar-20,5,268
Jordan,JOR,1-Apr-20,5,274
Jordan,JOR,2-Apr-20,5,278
Jordan,JOR,3-Apr-20,5,299
Jordan,JOR,4-Apr-20,5,299
Jordan,JOR,5-Apr-20,5,323
Jordan,JOR,6-Apr-20,5,345
Jordan,JOR,7-Apr-20,6,349
Jordan,JOR,8-Apr-20,6,349
Jordan,JOR,9-Apr-20,6,358
Jordan,JOR,10-Apr-20,7,372
Jordan,JOR,11-Apr-20,7,372
Jordan,JOR,12-Apr-20,7,381
Jordan,JOR,13-Apr-20,7,389
Jordan,JOR,14-Apr-20,7,391
Kazakhstan,KAZ,15-Mar-20,0,6
Kazakhstan,KAZ,16-Mar-20,0,9
Kazakhstan,KAZ,17-Mar-20,0,11
Kazakhstan,KAZ,18-Mar-20,0,33
Kazakhstan,KAZ,19-Mar-20,0,37
Kazakhstan,KAZ,20-Mar-20,0,49
Kazakhstan,KAZ,21-Mar-20,0,53
Kazakhstan,KAZ,22-Mar-20,0,56
Kazakhstan,KAZ,23-Mar-20,0,60
Kazakhstan,KAZ,24-Mar-20,0,62
Kazakhstan,KAZ,25-Mar-20,0,79
Kazakhstan,KAZ,26-Mar-20,0,88
Kazakhstan,KAZ,27-Mar-20,0,120
Kazakhstan,KAZ,28-Mar-20,0,193
Kazakhstan,KAZ,29-Mar-20,0,229
Kazakhstan,KAZ,30-Mar-20,1,284
Kazakhstan,KAZ,31-Mar-20,1,325
Kazakhstan,KAZ,1-Apr-20,1,340
Kazakhstan,KAZ,2-Apr-20,2,348
Kazakhstan,KAZ,3-Apr-20,3,386
Kazakhstan,KAZ,4-Apr-20,3,460
Kazakhstan,KAZ,5-Apr-20,3,460
Kazakhstan,KAZ,6-Apr-20,5,531
Kazakhstan,KAZ,7-Apr-20,6,670
Kazakhstan,KAZ,8-Apr-20,6,704
Kazakhstan,KAZ,9-Apr-20,7,759
Kazakhstan,KAZ,10-Apr-20,9,802
Kazakhstan,KAZ,11-Apr-20,10,840
Kazakhstan,KAZ,12-Apr-20,10,880
Kazakhstan,KAZ,13-Apr-20,10,961
Kazakhstan,KAZ,14-Apr-20,14,1179
Kenya,KEN,14-Mar-20,0,1
Kenya,KEN,15-Mar-20,0,1
Kenya,KEN,16-Mar-20,0,3
Kenya,KEN,17-Mar-20,0,3
Kenya,KEN,18-Mar-20,0,4
Kenya,KEN,19-Mar-20,0,7
Kenya,KEN,20-Mar-20,0,7
Kenya,KEN,21-Mar-20,0,7
Kenya,KEN,22-Mar-20,0,7
Kenya,KEN,23-Mar-20,0,15
Kenya,KEN,24-Mar-20,0,16
Kenya,KEN,25-Mar-20,0,25
Kenya,KEN,26-Mar-20,0,25
Kenya,KEN,27-Mar-20,1,31
Kenya,KEN,28-Mar-20,1,31
Kenya,KEN,29-Mar-20,1,38
Kenya,KEN,30-Mar-20,1,42
Kenya,KEN,31-Mar-20,1,50
Kenya,KEN,1-Apr-20,1,59
Kenya,KEN,2-Apr-20,1,81
Kenya,KEN,3-Apr-20,3,110
Kenya,KEN,4-Apr-20,4,122
Kenya,KEN,5-Apr-20,4,126
Kenya,KEN,6-Apr-20,4,142
Kenya,KEN,7-Apr-20,4,158
Kenya,KEN,8-Apr-20,6,172
Kenya,KEN,9-Apr-20,6,179
Kenya,KEN,10-Apr-20,7,184
Kenya,KEN,11-Apr-20,7,189
Kenya,KEN,12-Apr-20,7,191
Kenya,KEN,13-Apr-20,8,197
Kenya,KEN,14-Apr-20,9,208
Kosovo,OWID_KOS,16-Mar-20,0,2
Kosovo,OWID_KOS,17-Mar-20,0,2
Kosovo,OWID_KOS,18-Mar-20,0,19
Kosovo,OWID_KOS,19-Mar-20,0,19
Kosovo,OWID_KOS,20-Mar-20,0,21
Kosovo,OWID_KOS,21-Mar-20,0,24
Kosovo,OWID_KOS,22-Mar-20,0,24
Kosovo,OWID_KOS,23-Mar-20,1,31
Kosovo,OWID_KOS,24-Mar-20,1,61
Kosovo,OWID_KOS,25-Mar-20,1,63
Kosovo,OWID_KOS,26-Mar-20,1,71
Kosovo,OWID_KOS,27-Mar-20,1,79
Kosovo,OWID_KOS,28-Mar-20,1,86
Kosovo,OWID_KOS,29-Mar-20,1,88
Kosovo,OWID_KOS,30-Mar-20,1,91
Kosovo,OWID_KOS,31-Mar-20,1,106
Kosovo,OWID_KOS,1-Apr-20,1,112
Kosovo,OWID_KOS,2-Apr-20,1,112
Kosovo,OWID_KOS,3-Apr-20,1,125
Kosovo,OWID_KOS,4-Apr-20,1,126
Kosovo,OWID_KOS,5-Apr-20,1,132
Kosovo,OWID_KOS,6-Apr-20,1,140
Kosovo,OWID_KOS,7-Apr-20,3,145
Kosovo,OWID_KOS,8-Apr-20,5,184
Kosovo,OWID_KOS,9-Apr-20,5,184
Kosovo,OWID_KOS,10-Apr-20,7,227
Kosovo,OWID_KOS,11-Apr-20,7,250
Kosovo,OWID_KOS,12-Apr-20,7,283
Kosovo,OWID_KOS,13-Apr-20,7,362
Kosovo,OWID_KOS,14-Apr-20,8,377
Kuwait,KWT,31-Dec-19,0,0
Kuwait,KWT,1-Jan-20,0,0
Kuwait,KWT,2-Jan-20,0,0
Kuwait,KWT,3-Jan-20,0,0
Kuwait,KWT,4-Jan-20,0,0
Kuwait,KWT,5-Jan-20,0,0
Kuwait,KWT,6-Jan-20,0,0
Kuwait,KWT,7-Jan-20,0,0
Kuwait,KWT,8-Jan-20,0,0
Kuwait,KWT,9-Jan-20,0,0
Kuwait,KWT,10-Jan-20,0,0
Kuwait,KWT,11-Jan-20,0,0
Kuwait,KWT,12-Jan-20,0,0
Kuwait,KWT,13-Jan-20,0,0
Kuwait,KWT,14-Jan-20,0,0
Kuwait,KWT,15-Jan-20,0,0
Kuwait,KWT,16-Jan-20,0,0
Kuwait,KWT,17-Jan-20,0,0
Kuwait,KWT,18-Jan-20,0,0
Kuwait,KWT,19-Jan-20,0,0
Kuwait,KWT,20-Jan-20,0,0
Kuwait,KWT,21-Jan-20,0,0
Kuwait,KWT,22-Jan-20,0,0
Kuwait,KWT,23-Jan-20,0,0
Kuwait,KWT,24-Jan-20,0,0
Kuwait,KWT,25-Jan-20,0,0
Kuwait,KWT,26-Jan-20,0,0
Kuwait,KWT,27-Jan-20,0,0
Kuwait,KWT,28-Jan-20,0,0
Kuwait,KWT,29-Jan-20,0,0
Kuwait,KWT,30-Jan-20,0,0
Kuwait,KWT,31-Jan-20,0,0
Kuwait,KWT,1-Feb-20,0,0
Kuwait,KWT,2-Feb-20,0,0
Kuwait,KWT,3-Feb-20,0,0
Kuwait,KWT,4-Feb-20,0,0
Kuwait,KWT,5-Feb-20,0,0
Kuwait,KWT,6-Feb-20,0,0
Kuwait,KWT,7-Feb-20,0,0
Kuwait,KWT,8-Feb-20,0,0
Kuwait,KWT,9-Feb-20,0,0
Kuwait,KWT,10-Feb-20,0,0
